"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2011","Kontinentalna Hrvatska","Million euro","30,625.95",""
"2011","Italy","Million euro","1,648,756",""
"2011","Nord-Ovest","Million euro","536,827.35",""
"2011","Piemonte","Million euro","128,987.41",""
"2011","Valle d'Aosta/Vallée d'Aoste","Million euro","4,590.24",""
"2011","Liguria","Million euro","47,958.81",""
"2011","Lombardia","Million euro","355,291",""
"2011","Nord-Est","Million euro","369,759.08",""
"2011","Provincia Autonoma di Bolzano/Bozen","Million euro","19,859.29",""
"2011","Provincia Autonoma di Trento","Million euro","18,138.14",""
"2011","Veneto","Million euro","150,261.62",""
"2011","Friuli-Venezia Giulia","Million euro","36,091.25",""
"2011","Emilia-Romagna","Million euro","145,408.77",""
"2011","Centro (IT)","Million euro","360,441.01",""
"2011","Toscana","Million euro","108,446.56",""
"2011","Umbria","Million euro","22,285.56",""
"2011","Marche","Million euro","40,765.59",""
"2011","Lazio","Million euro","188,943.3",""
"2011","Sud","Million euro","257,130.67",""
"2011","Abruzzo","Million euro","32,107.55",""
"2011","Molise","Million euro","6,591.17",""
"2011","Campania","Million euro","101,910.67",""
"2011","Puglia","Million euro","71,758.08",""
"2011","Basilicata","Million euro","11,205.4",""
"2011","Calabria","Million euro","33,557.79",""
"2011","Isole","Million euro","122,928.21",""
"2011","Sicilia","Million euro","89,323.54",""
"2011","Sardegna","Million euro","33,604.78",""
"2011","Extra-Regio NUTS 1","Million euro","1,669.57",""
"2011","Extra-Regio NUTS 2","Million euro","1,669.57",""
"2011","Cyprus","Million euro","19,803.03",""
"2011","Kypros","Million euro","19,803.03",""
"2011","Kypros","Million euro","19,803.03",""
"2011","Latvia","Million euro","20,218.73",""
"2011","Latvija","Million euro","20,188.81",""
"2011","Latvija","Million euro","20,188.81",""
"2011","Extra-Regio NUTS 1","Million euro","29.92",""
"2011","Extra-Regio NUTS 2","Million euro","29.92",""
"2011","Lithuania","Million euro","31,233.73",""
"2011","Lietuva","Million euro","31,233.73",""
"2011","Sostines regionas","Million euro","11,883.45",""
"2011","Vidurio ir vakaru Lietuvos regionas","Million euro","19,350.28",""
"2011","Luxembourg","Million euro","43,164.65",""
"2011","Luxembourg","Million euro","43,164.65",""
"2011","Luxembourg","Million euro","43,164.65",""
"2011","Hungary","Million euro","101,552.73",""
"2011","Közép-Magyarország","Million euro","49,015.12",""
"2011","Budapest","Million euro","38,347.74",""
"2011","Pest","Million euro","10,667.38",""
"2011","Dunántúl","Million euro","26,555.95",""
"2011","Közép-Dunántúl","Million euro","9,831.41",""
"2011","Nyugat-Dunántúl","Million euro","10,361.31",""
"2011","Dél-Dunántúl","Million euro","6,363.22",""
"2011","Alföld és Észak","Million euro","25,981.66",""
"2011","Észak-Magyarország","Million euro","7,220.58",""
"2011","Észak-Alföld","Million euro","9,808.06",""
"2011","Dél-Alföld","Million euro","8,953.01",""
"2011","Extra-Regio NUTS 1","Million euro","0",""
"2011","Extra-Regio NUTS 2","Million euro","0",""
"2011","Malta","Million euro","6,833.62",""
"2011","Malta","Million euro","6,819.61",""
"2011","Malta","Million euro","6,819.61",""
"2011","Extra-Regio NUTS 1","Million euro","14",""
"2011","Extra-Regio NUTS 2","Million euro","14",""
"2011","Netherlands","Million euro","650,359",""
"2011","Noord-Nederland","Million euro","58,019.78",""
"2011","Groningen","Million euro","26,024.22",""
"2011","Friesland (NL)","Million euro","18,203.74",""
"2011","Drenthe","Million euro","13,791.82",""
"2011","Oost-Nederland","Million euro","114,605.56",""
"2011","Overijssel","Million euro","36,714.93",""
"2011","Gelderland","Million euro","66,299.76",""
"2011","Flevoland","Million euro","11,590.86",""
"2011","West-Nederland","Million euro","342,508.07",""
"2011","Utrecht","Million euro","59,540.37",""
"2011","Noord-Holland","Million euro","130,946.86",""
"2011","Zuid-Holland","Million euro","140,214.66",""
"2011","Zeeland","Million euro","11,806.18",""
"2011","Zuid-Nederland","Million euro","130,753.73",""
"2011","Noord-Brabant","Million euro","94,094.3",""
"2011","Limburg (NL)","Million euro","36,658.33",""
"2011","Extra-Regio NUTS 1","Million euro","4,472.96",""
"2011","Extra-Regio NUTS 2","Million euro","4,472.96",""
"2011","Austria","Million euro","310,128.7",""
"2011","Ostösterreich","Million euro","136,271.77",""
"2011","Burgenland (AT)","Million euro","7,012.58",""
"2011","Niederösterreich","Million euro","48,511.33",""
"2011","Wien","Million euro","80,747.86",""
"2011","Südösterreich","Million euro","57,015.06",""
"2011","Kärnten","Million euro","17,548.27",""
"2011","Steiermark","Million euro","39,466.78",""
"2011","Westösterreich","Million euro","116,711.72",""
"2011","Oberösterreich","Million euro","52,574.13",""
"2011","Salzburg","Million euro","22,947.4",""
"2011","Tirol","Million euro","26,948.49",""
"2011","Vorarlberg","Million euro","14,241.7",""
"2011","Extra-Regio NUTS 1","Million euro","130.15",""
"2011","Extra-Regio NUTS 2","Million euro","130.15",""
"2011","Poland","Million euro","380,241.71",""
"2011","Makroregion Poludniowy","Million euro","78,367.02",""
"2011","Malopolskie","Million euro","29,281.25",""
"2011","Slaskie","Million euro","49,085.77",""
"2011","Makroregion Pólnocno-Zachodni","Million euro","58,396.81",""
"2011","Wielkopolskie","Million euro","35,765.67",""
"2011","Zachodniopomorskie","Million euro","14,257.61",""
"2011","Lubuskie","Million euro","8,373.53",""
"2011","Makroregion Poludniowo-Zachodni","Million euro","40,960.22",""
"2011","Dolnoslaskie","Million euro","32,770.61",""
"2011","Opolskie","Million euro","8,189.61",""
"2011","Makroregion Pólnocny","Million euro","48,828.96",""
"2011","Kujawsko-Pomorskie","Million euro","16,912.19",""
"2011","Warminsko-Mazurskie","Million euro","10,317.03",""
"2011","Pomorskie","Million euro","21,599.46",""
"2011","Makroregion Centralny","Million euro","32,791.32",""
"2011","Lódzkie","Million euro","23,181.77",""
"2011","Swietokrzyskie","Million euro","9,609.27",""
"2011","Makroregion Wschodni","Million euro","38,321.11",""
"2011","Lubelskie","Million euro","14,926.99",""
"2011","Podkarpackie","Million euro","14,738.38",""
"2011","Podlaskie","Million euro","8,656.02",""
"2011","Makroregion Województwo Mazowieckie","Million euro","82,576.29",""
"2011","Warszawski stoleczny","Million euro","62,515.22",""
"2011","Mazowiecki regionalny","Million euro","20,061.06",""
"2011","Portugal","Million euro","176,096.2",""
"2011","Continente","Million euro","167,795.44",""
"2011","Norte","Million euro","49,977.33",""
"2011","Algarve","Million euro","7,344.41",""
"2011","Centro (PT)","Million euro","32,905.6",""
"2011","Área Metropolitana de Lisboa","Million euro","66,046.62",""
"2011","Alentejo","Million euro","11,521.48",""
"2011","Região Autónoma dos Açores (PT)","Million euro","3,758.83",""
"2011","Região Autónoma dos Açores (PT)","Million euro","3,758.83",""
"2011","Região Autónoma da Madeira (PT)","Million euro","4,365.51",""
"2011","Região Autónoma da Madeira (PT)","Million euro","4,365.51",""
"2011","Extra-Regio NUTS 1","Million euro","176.41",""
"2011","Extra-Regio NUTS 2","Million euro","176.41",""
"2011","Romania","Million euro","131,925.36",""
"2011","Macroregiunea unu","Million euro","28,996.42",""
"2011","Nord-Vest","Million euro","14,384.18",""
"2011","Centru","Million euro","14,612.24",""
"2011","Macroregiunea doi","Million euro","27,839.94",""
"2011","Nord-Est","Million euro","13,325.23",""
"2011","Sud-Est","Million euro","14,514.71",""
"2011","Macroregiunea trei","Million euro","52,061.37",""
"2011","Sud - Muntenia","Million euro","17,185.65",""
"2011","Bucuresti - Ilfov","Million euro","34,875.72",""
"2011","Macroregiunea patru","Million euro","22,908.5",""
"2011","Sud-Vest Oltenia","Million euro","9,896.26",""
"2011","Vest","Million euro","13,012.24",""
"2011","Extra-Regio NUTS 1","Million euro","119.13",""
"2011","Extra-Regio NUTS 2","Million euro","119.13",""
"2011","Slovenia","Million euro","37,058.57",""
"2011","Slovenija","Million euro","37,058.57",""
"2011","Vzhodna Slovenija","Million euro","16,356.96",""
"2011","Zahodna Slovenija","Million euro","20,701.61",""
"2011","Slovakia","Million euro","71,214.39",""
"2011","Slovensko","Million euro","71,214.39",""
"2011","Bratislavský kraj","Million euro","20,103.94",""
"2011","Západné Slovensko","Million euro","22,896.45",""
"2011","Stredné Slovensko","Million euro","13,900.92",""
"2011","Východné Slovensko","Million euro","14,313.09",""
"2011","Finland","Million euro","197,998",""
"2011","Manner-Suomi","Million euro","196,709.03",""
"2011","Länsi-Suomi","Million euro","45,622.19",""
"2011","Helsinki-Uusimaa","Million euro","74,930.9",""
"2011","Etelä-Suomi","Million euro","37,350.5",""
"2011","Pohjois- ja Itä-Suomi","Million euro","38,805.44",""
"2011","Åland","Million euro","1,199.2",""
"2011","Åland","Million euro","1,199.2",""
"2011","Extra-Regio NUTS 1","Million euro","89.77",""
"2011","Extra-Regio NUTS 2","Million euro","89.77",""
"2011","Sweden","Million euro","411,873.8",""
"2011","Östra Sverige","Million euro","186,433.37",""
"2011","Stockholm","Million euro","126,724.12",""
"2011","Östra Mellansverige","Million euro","59,709.25",""
"2011","Södra Sverige","Million euro","160,177.5",""
"2011","Småland med öarna","Million euro","30,122.69",""
"2011","Sydsverige","Million euro","51,454.03",""
"2011","Västsverige","Million euro","78,600.79",""
"2011","Norra Sverige","Million euro","65,135.82",""
"2011","Norra Mellansverige","Million euro","29,262.41",""
"2011","Mellersta Norrland","Million euro","14,299.72",""
"2011","Övre Norrland","Million euro","21,573.69",""
"2011","Extra-Regio NUTS 1","Million euro","127.11",""
"2011","Extra-Regio NUTS 2","Million euro","127.11",""
"2011","United Kingdom","Million euro","1,912,457.94",""
"2011","North East (UK)","Million euro","59,412.63",""
"2011","Tees Valley and Durham","Million euro","25,031.4",""
"2011","Northumberland and Tyne and Wear","Million euro","34,381.23",""
"2011","North West (UK)","Million euro","183,082.54",""
"2011","Cumbria","Million euro","12,735.8",""
"2011","Greater Manchester","Million euro","69,496.96",""
"2011","Lancashire","Million euro","34,085.61",""
"2011","Cheshire","Million euro","31,039.14",""
"2011","Merseyside","Million euro","35,725.03",""
"2011","Yorkshire and The Humber","Million euro","128,172.5",""
"2011","East Yorkshire and Northern Lincolnshire","Million euro","21,458.25",""
"2011","North Yorkshire","Million euro","21,480.2",""
"2011","South Yorkshire","Million euro","28,308.94",""
"2011","West Yorkshire","Million euro","56,923.82",""
"2011","East Midlands (UK)","Million euro","110,891.52",""
"2011","Derbyshire and Nottinghamshire","Million euro","50,690.17",""
"2011","Leicestershire, Rutland and Northamptonshire","Million euro","44,879.93",""
"2011","Lincolnshire","Million euro","15,321.42",""
"2011","West Midlands (UK)","Million euro","136,142.37",""
"2011","Herefordshire, Worcestershire and Warwickshire","Million euro","34,374.77",""
"2011","Shropshire and Staffordshire","Million euro","35,364.87",""
"2011","West Midlands","Million euro","66,404.02",""
"2011","East of England","Million euro","157,022.31",""
"2011","East Anglia","Million euro","63,858.41",""
"2011","Bedfordshire and Hertfordshire","Million euro","51,791.29",""
"2011","Essex","Million euro","41,371.33",""
"2011","London","Million euro","421,031.25",""
"2011","Inner London - West","Million euro","176,845.03",""
"2011","Inner London - East","Million euro","106,632.92",""
"2011","Outer London - East and North East","Million euro","37,654.89",""
"2011","Outer London - South","Million euro","32,990.95",""
"2011","Outer London - West and North West","Million euro","66,907.46",""
"2011","South East (UK)","Million euro","284,353.16",""
"2011","Berkshire, Buckinghamshire and Oxfordshire","Million euro","95,674.66",""
"2011","Surrey, East and West Sussex","Million euro","86,225.44",""
"2011","Hampshire and Isle of Wight","Million euro","59,461.68",""
"2011","Kent","Million euro","42,990.09",""
"2011","South West (UK)","Million euro","141,981.01",""
"2011","Gloucestershire, Wiltshire and Bristol/Bath area","Million euro","74,320.97",""
"2011","Dorset and Somerset","Million euro","30,622.19",""
"2011","Cornwall and Isles of Scilly","Million euro","10,774.95",""
"2011","Devon","Million euro","26,264.19",""
"2011","Wales","Million euro","67,023.64",""
"2011","West Wales and The Valleys","Million euro","36,952.65",""
"2011","East Wales","Million euro","30,070.99",""
"2011","Scotland","Million euro","148,280.49",""
"2011","North Eastern Scotland","Million euro","21,499.56",""
"2011","Highlands and Islands","Million euro","13,346.38",""
"2011","Eastern Scotland","Million euro","57,675.11",""
"2011","West Central Scotland","Million euro","38,799.9",""
"2011","Southern Scotland","Million euro","16,958.25",""
"2011","Northern Ireland (UK)","Million euro","41,474.6",""
"2011","Northern Ireland (UK)","Million euro","41,474.6",""
"2011","Extra-Regio NUTS 1","Million euro","33,592.5",""
"2011","Extra-Regio NUTS 2","Million euro","33,592.5",""
"2011","Norway","Million euro","358,339.49",""
"2011","Norge","Million euro","272,600.08",""
"2011","Oslo og Akershus","Million euro","85,638.28",""
"2011","Hedmark og Oppland","Million euro","15,242.38",""
"2011","Sør-Østlandet","Million euro","40,039.95",""
"2011","Agder og Rogaland","Million euro","41,601.23",""
"2011","Vestlandet","Million euro","47,615.38",""
"2011","Trøndelag","Million euro","20,733.19",""
"2011","Nord-Norge","Million euro","21,729.67",""
"2011","Extra-Regio level 1","Million euro","85,739.42",""
"2011","Extra-Regio level 2","Million euro","85,739.42",""
"2011","Montenegro","Million euro","3,264.78",""
"2011","Crna Gora","Million euro","3,264.78",""
"2011","Crna Gora","Million euro","3,264.78",""
"2011","North Macedonia","Million euro","7,544.16",""
"2011","Severna Makedonija","Million euro","7,544.16",""
"2011","Severna Makedonija","Million euro","7,544.16",""
"2011","Albania","Million euro","9,268.32",""
"2011","Shqipëria","Million euro","9,268.32",""
"2011","Veri","Million euro","2,214.58",""
"2011","Qender","Million euro","4,195.2",""
"2011","Jug","Million euro","2,858.55",""
"2011","Serbia","Million euro",":",""
"2011","Srbija - sever","Million euro",":",""
"2011","Beogradski region","Million euro",":",""
"2011","Region Vojvodine","Million euro",":",""
"2011","Srbija - jug","Million euro",":",""
"2011","Region Sumadije i Zapadne Srbije","Million euro",":",""
"2011","Region Juzne i Istocne Srbije","Million euro",":",""
"2011","Extra-Regio level 1","Million euro",":",""
"2011","Extra-Regio level 2","Million euro",":",""
"2011","Turkey","Million euro","596,491.22",""
"2011","Istanbul","Million euro","179,166.7",""
"2011","Istanbul","Million euro","179,166.7",""
"2011","Bati Marmara","Million euro","26,522.7",""
"2011","Tekirdag, Edirne, Kirklareli","Million euro","14,178.3",""
"2011","Balikesir, Çanakkale","Million euro","12,344.4",""
"2011","Ege","Million euro","75,802.26",""
"2011","Izmir","Million euro","37,171.11",""
"2011","Aydin, Denizli, Mugla","Million euro","19,903.34",""
"2011","Manisa, Afyonkarahisar, Kütahya, Usak","Million euro","18,727.82",""
"2011","Dogu Marmara","Million euro","65,802.46",""
"2011","Bursa, Eskisehir, Bilecik","Million euro","32,350.43",""
"2011","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Million euro","33,452.03",""
"2011","Bati Anadolu","Million euro","70,307.61",""
"2011","Ankara","Million euro","56,619.78",""
"2011","Konya, Karaman","Million euro","13,687.82",""
"2011","Akdeniz","Million euro","62,844.37",""
"2011","Antalya, Isparta, Burdur","Million euro","24,907.17",""
"2011","Adana, Mersin","Million euro","22,744.79",""
"2011","Hatay, Kahramanmaras, Osmaniye","Million euro","15,192.4",""
"2011","Orta Anadolu","Million euro","23,194.14",""
"2011","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Million euro","8,523.19",""
"2011","Kayseri, Sivas, Yozgat","Million euro","14,670.95",""
"2011","Bati Karadeniz","Million euro","24,741.61",""
"2011","Zonguldak, Karabük, Bartin","Million euro","5,756.49",""
"2011","Kastamonu, Çankiri, Sinop","Million euro","4,440.67",""
"2011","Samsun, Tokat, Çorum, Amasya","Million euro","14,544.44",""
"2011","Dogu Karadeniz","Million euro","13,917.26",""
"2011","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Million euro","13,917.26",""
"2011","Kuzeydogu Anadolu","Million euro","9,352.24",""
"2011","Erzurum, Erzincan, Bayburt","Million euro","5,483.87",""
"2011","Agri, Kars, Igdir, Ardahan","Million euro","3,868.37",""
"2011","Ortadogu Anadolu","Million euro","14,446.35",""
"2011","Malatya, Elazig, Bingöl, Tunceli","Million euro","7,997.06",""
"2011","Van, Mus, Bitlis, Hakkari","Million euro","6,449.29",""
"2011","Güneydogu Anadolu","Million euro","30,393.5",""
"2011","Gaziantep, Adiyaman, Kilis","Million euro","11,540.09",""
"2011","Sanliurfa, Diyarbakir","Million euro","11,201.68",""
"2011","Mardin, Batman, Sirnak, Siirt","Million euro","7,651.72",""
"2012","European Union - 27 countries (from 2020)","Million euro","11,390,025.44",""
"2012","European Union - 28 countries (2013-2020)","Million euro","13,501,733.44",""
"2012","Belgium","Million euro","386,174.7",""
"2012","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million euro","71,622.52",""
"2012","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million euro","71,622.52",""
"2012","Vlaams Gewest","Million euro","223,896.46",""
"2012","Prov. Antwerpen","Million euro","73,231.17",""
"2012","Prov. Limburg (BE)","Million euro","24,381.87",""
"2012","Prov. Oost-Vlaanderen","Million euro","46,111.52",""
"2012","Prov. Vlaams-Brabant","Million euro","41,100.79",""
"2012","Prov. West-Vlaanderen","Million euro","39,071.1",""
"2012","Région wallonne","Million euro","90,390.17",""
"2012","Prov. Brabant wallon","Million euro","14,417.33",""
"2012","Prov. Hainaut","Million euro","30,126.53",""
"2012","Prov. Liège","Million euro","27,819.94",""
"2012","Prov. Luxembourg (BE)","Million euro","6,208.36",""
"2012","Prov. Namur","Million euro","11,818.01",""
"2012","Extra-Regio NUTS 1","Million euro","265.55",""
"2012","Extra-Regio NUTS 2","Million euro","265.55",""
"2012","Bulgaria","Million euro","42,033.45",""
"2012","Severna i yugoiztochna Bulgaria","Million euro","16,074.93",""
"2012","Severozapaden","Million euro","2,978.9",""
"2012","Severen tsentralen","Million euro","3,376.79",""
"2012","Severoiztochen","Million euro","4,574.76",""
"2012","Yugoiztochen","Million euro","5,144.47",""
"2012","Yugozapadna i yuzhna tsentralna Bulgaria","Million euro","25,958.52",""
"2012","Yugozapaden","Million euro","19,974.55",""
"2012","Yuzhen tsentralen","Million euro","5,983.97",""
"2012","Czechia","Million euro","161,434.33",""
"2012","Cesko","Million euro","161,434.33",""
"2012","Praha","Million euro","39,937.93",""
"2012","Strední Cechy","Million euro","17,873.56",""
"2012","Jihozápad","Million euro","16,179.44",""
"2012","Severozápad","Million euro","13,248.37",""
"2012","Severovýchod","Million euro","18,859.72",""
"2012","Jihovýchod","Million euro","23,861.36",""
"2012","Strední Morava","Million euro","15,221.24",""
"2012","Moravskoslezsko","Million euro","16,252.71",""
"2012","Denmark","Million euro","254,577.97",""
"2012","Danmark","Million euro","245,640.2",""
"2012","Hovedstaden","Million euro","97,256.43",""
"2012","Sjælland","Million euro","25,470.62",""
"2012","Syddanmark","Million euro","49,040.87",""
"2012","Midtjylland","Million euro","51,529.72",""
"2012","Nordjylland","Million euro","22,342.4",""
"2012","Extra-Regio NUTS 1","Million euro","8,937.92",""
"2012","Extra-Regio NUTS 2","Million euro","8,937.92",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","2,745,310",""
"2012","Baden-Württemberg","Million euro","411,198.94","e"
"2012","Stuttgart","Million euro","172,883.52","e"
"2012","Karlsruhe","Million euro","103,169.66","e"
"2012","Freiburg","Million euro","70,437.88","e"
"2012","Tübingen","Million euro","64,707.87","e"
"2012","Bayern","Million euro","491,731.09","e"
"2012","Oberbayern","Million euro","214,130.07","e"
"2012","Niederbayern","Million euro","38,699.82","e"
"2012","Oberpfalz","Million euro","37,437.36","e"
"2012","Oberfranken","Million euro","32,942.39","e"
"2012","Mittelfranken","Million euro","63,265.56","e"
"2012","Unterfranken","Million euro","44,573.96","e"
"2012","Schwaben","Million euro","60,681.92","e"
"2012","Berlin","Million euro","109,334.66","e"
"2012","Berlin","Million euro","109,334.66","e"
"2012","Brandenburg","Million euro","58,696.39","e"
"2012","Brandenburg","Million euro","58,696.39","e"
"2012","Bremen","Million euro","28,611.63","e"
"2012","Bremen","Million euro","28,611.63","e"
"2012","Hamburg","Million euro","97,608.64","e"
"2012","Hamburg","Million euro","97,608.64","e"
"2012","Hessen","Million euro","237,614.29","e"
"2012","Darmstadt","Million euro","170,980.54","e"
"2012","Gießen","Million euro","29,619.81","e"
"2012","Kassel","Million euro","37,013.94","e"
"2012","Mecklenburg-Vorpommern","Million euro","36,663.53","e"
"2012","Mecklenburg-Vorpommern","Million euro","36,663.53","e"
"2012","Niedersachsen","Million euro","240,648.7","e"
"2012","Braunschweig","Million euro","56,007.87","e"
"2012","Hannover","Million euro","70,039.37","e"
"2012","Lüneburg","Million euro","40,235.06","e"
"2012","Weser-Ems","Million euro","74,366.41","e"
"2012","Nordrhein-Westfalen","Million euro","593,247.87","e"
"2012","Düsseldorf","Million euro","186,562.93","e"
"2012","Köln","Million euro","157,528.63","e"
"2012","Münster","Million euro","75,450.49","e"
"2012","Detmold","Million euro","65,665.38","e"
"2012","Arnsberg","Million euro","108,040.44","e"
"2012","Rheinland-Pfalz","Million euro","122,102.18","e"
"2012","Koblenz","Million euro","42,900.51","e"
"2012","Trier","Million euro","13,719.22","e"
"2012","Rheinhessen-Pfalz","Million euro","65,482.45","e"
"2012","Saarland","Million euro","32,061.35","e"
"2012","Saarland","Million euro","32,061.35","e"
"2012","Sachsen","Million euro","100,916.72","e"
"2012","Dresden","Million euro","39,558.17","e"
"2012","Chemnitz","Million euro","34,768.94","e"
"2012","Leipzig","Million euro","26,589.62","e"
"2012","Sachsen-Anhalt","Million euro","54,020.49","e"
"2012","Sachsen-Anhalt","Million euro","54,020.49","e"
"2012","Schleswig-Holstein","Million euro","79,492.33","e"
"2012","Schleswig-Holstein","Million euro","79,492.33","e"
"2012","Thüringen","Million euro","51,362.02","e"
"2012","Thüringen","Million euro","51,362.02","e"
"2012","Estonia","Million euro","18,050.74",""
"2012","Eesti","Million euro","18,050.74",""
"2012","Eesti","Million euro","18,050.74",""
"2012","Ireland","Million euro","175,115.7",""
"2012","Éire/Ireland","Million euro","175,115.7",""
"2012","Northern and Western","Million euro","22,332.55",""
"2012","Southern","Million euro","57,957.37",""
"2012","Eastern and Midland","Million euro","94,825.78",""
"2012","Greece","Million euro","191,203.9",""
"2012","Voreia Ellada","Million euro","42,297.88",""
"2012","Anatoliki Makedonia, Thraki","Million euro","7,579.47",""
"2012","Kentriki Makedonia","Million euro","25,807.04",""
"2012","Dytiki Makedonia","Million euro","4,724.15",""
"2012","Ipeiros","Million euro","4,187.22",""
"2012","Kentriki Ellada","Million euro","38,631.8",""
"2012","Thessalia","Million euro","9,516.79",""
"2012","Ionia Nisia","Million euro","3,259.88",""
"2012","Dytiki Ellada","Million euro","8,956.6",""
"2012","Sterea Ellada","Million euro","8,628.03",""
"2012","Peloponnisos","Million euro","8,270.49",""
"2012","Attiki","Million euro","92,671.29",""
"2012","Attiki","Million euro","92,671.29",""
"2012","Nisia Aigaiou, Kriti","Million euro","17,602.93",""
"2012","Voreio Aigaio","Million euro","2,678.17",""
"2012","Notio Aigaio","Million euro","6,079.42",""
"2012","Kriti","Million euro","8,845.34",""
"2012","Spain","Million euro","1,031,099",""
"2012","Noroeste (ES)","Million euro","87,504.45",""
"2012","Galicia","Million euro","53,972",""
"2012","Principado de Asturias","Million euro","21,364.82",""
"2012","Cantabria","Million euro","12,167.62",""
"2012","Noreste (ES)","Million euro","119,440.78",""
"2012","País Vasco","Million euro","62,559.25",""
"2012","Comunidad Foral de Navarra","Million euro","17,282.13",""
"2012","La Rioja","Million euro","7,635.89",""
"2012","Aragón","Million euro","31,963.52",""
"2012","Comunidad de Madrid","Million euro","195,026.59",""
"2012","Comunidad de Madrid","Million euro","195,026.59",""
"2012","Centro (ES)","Million euro","106,823.03",""
"2012","Castilla y León","Million euro","52,868.42",""
"2012","Castilla-la Mancha","Million euro","36,889.93",""
"2012","Extremadura","Million euro","17,064.68",""
"2012","Este (ES)","Million euro","314,605.45",""
"2012","Cataluña","Million euro","193,448.96",""
"2012","Comunidad Valenciana","Million euro","95,177.3",""
"2012","Illes Balears","Million euro","25,979.19",""
"2012","Sur (ES)","Million euro","167,411.06",""
"2012","Andalucía","Million euro","138,006.97",""
"2012","Región de Murcia","Million euro","26,508.69",""
"2012","Ciudad Autónoma de Ceuta (ES)","Million euro","1,525.44",""
"2012","Ciudad Autónoma de Melilla (ES)","Million euro","1,369.96",""
"2012","Canarias (ES)","Million euro","39,204.72",""
"2012","Canarias (ES)","Million euro","39,204.72",""
"2012","Extra-Regio NUTS 1","Million euro","1,081.83",""
"2012","Extra-Regio NUTS 2","Million euro","1,081.83",""
"2012","France","Million euro",":",""
"2012","Île de France","Million euro",":",""
"2012","Île de France","Million euro",":",""
"2012","Centre - Val de Loire","Million euro",":",""
"2012","Centre - Val de Loire","Million euro",":",""
"2012","Bourgogne - Franche-Comté","Million euro",":",""
"2012","Bourgogne","Million euro",":",""
"2012","Franche-Comté","Million euro",":",""
"2012","Normandie","Million euro",":",""
"2012","Basse-Normandie","Million euro",":",""
"2012","Haute-Normandie","Million euro",":",""
"2012","Nord-Pas-de-Calais - Picardie","Million euro",":",""
"2012","Nord-Pas-de-Calais","Million euro",":",""
"2012","Picardie","Million euro",":",""
"2012","Alsace - Champagne-Ardenne - Lorraine","Million euro",":",""
"2012","Alsace","Million euro",":",""
"2012","Champagne-Ardenne","Million euro",":",""
"2012","Lorraine","Million euro",":",""
"2012","Pays-de-la-Loire","Million euro",":",""
"2012","Pays-de-la-Loire","Million euro",":",""
"2012","Bretagne","Million euro",":",""
"2012","Bretagne","Million euro",":",""
"2012","Aquitaine - Limousin - Poitou-Charentes","Million euro",":",""
"2012","Aquitaine","Million euro",":",""
"2012","Limousin","Million euro",":",""
"2012","Poitou-Charentes","Million euro",":",""
"2012","Languedoc-Roussillon - Midi-Pyrénées","Million euro",":",""
"2012","Languedoc-Roussillon","Million euro",":",""
"2012","Midi-Pyrénées","Million euro",":",""
"2012","Auvergne - Rhône-Alpes","Million euro",":",""
"2012","Auvergne","Million euro",":",""
"2012","Rhône-Alpes","Million euro",":",""
"2012","Provence-Alpes-Côte d'Azur","Million euro",":",""
"2012","Provence-Alpes-Côte d'Azur","Million euro",":",""
"2012","Corse","Million euro",":",""
"2012","Corse","Million euro",":",""
"2012","RUP FR - Régions ultrapériphériques françaises","Million euro",":",""
"2012","Guadeloupe","Million euro",":",""
"2012","Martinique","Million euro",":",""
"2012","Guyane","Million euro",":",""
"2012","La Réunion","Million euro",":",""
"2012","Mayotte","Million euro",":",""
"2012","Extra-Regio NUTS 1","Million euro",":",""
"2012","Extra-Regio NUTS 2","Million euro",":",""
"2012","Croatia","Million euro","43,940.78",""
"2012","Hrvatska","Million euro","43,940.78",""
"2012","Jadranska Hrvatska","Million euro","13,952.18",""
"2012","Kontinentalna Hrvatska","Million euro","29,988.61",""
"2012","Italy","Million euro","1,624,359",""
"2012","Nord-Ovest","Million euro","525,908.1",""
"2012","Piemonte","Million euro","124,802.58",""
"2012","Valle d'Aosta/Vallée d'Aoste","Million euro","4,624.31",""
"2012","Liguria","Million euro","47,123.23",""
"2012","Lombardia","Million euro","349,357.98",""
"2012","Nord-Est","Million euro","365,031.7",""
"2012","Provincia Autonoma di Bolzano/Bozen","Million euro","20,634.22",""
"2012","Provincia Autonoma di Trento","Million euro","18,117.62",""
"2012","Veneto","Million euro","147,781.99",""
"2012","Friuli-Venezia Giulia","Million euro","34,985.47",""
"2012","Emilia-Romagna","Million euro","143,512.39",""
"2012","Centro (IT)","Million euro","353,296.1",""
"2012","Toscana","Million euro","107,978.6",""
"2012","Umbria","Million euro","21,667.49",""
"2012","Marche","Million euro","39,869.25",""
"2012","Lazio","Million euro","183,780.54",""
"2012","Sud","Million euro","256,161.51",""
"2012","Abruzzo","Million euro","32,006.92",""
